Содержание,Сервис,Приоритет,Статус,Функциональная группа,Крайний срок,Дата обращения,Тип обращения на момент подачи,Тип обращения итоговый,Решение             ,Тип переклассификации,Дата восстановления,Дата закрытия обращения,Критичность,Влияние,Система,Место,range_time,time_to_solve,koef,numeric_sod,numeric_ans
Контроль ПУ. Заявка на доступ к портам.,Сервис2,0,1,28,2018-02-01 07:51:00,2018-01-27 06:20:00,0,0,Работы по Вашему обращению выполнены,0,2018-01-31 12:27,2018-02-07 13:46:00,0,0,11,27,271.43333333333334,121.51666666666667,0,495,1164
Настройка ЭП в Сервис22,Сервис22,0,1,24,2018-02-01 07:51:00,2018-01-27 06:21:00,0,0,выполнено,0,2018-01-28 14:40,2018-02-07 07:56:00,3,0,17,47,265.5833333333333,121.5,0,510,1441
Ремонт манипулятора мышь,АРМ,0,1,58,2018-02-01 07:51:00,2018-01-27 06:24:00,0,0,Выполнены профилактические работы  манипулятора мышь.,0,2018-01-31 11:11,2018-02-07 12:31:00,0,1,1,35,270.1166666666667,121.45,0,964,399
Шумит вентиляция,Сервис72,0,1,101,2018-02-01 07:51:00,2018-01-27 06:24:00,0,0,Шум устранен.,0,2018-01-27 08:40,2018-02-03 09:57:00,0,0,41,62,171.55,121.45,0,1162,1406
разблокировка УЗ REGION\*****,Сервис7,1,1,0,2018-02-01 07:51:00,2018-01-27 06:24:00,0,0," Выполнена разблокировка УЗ Ne_boSS\ ********       Пользователь идентифицирован, причина блокировки пользователю не ясна",0,2018-01-27 06:25,2018-02-03 07:52:00,1,1,0,20,169.46666666666667,121.45,1,1237,12
Настройка ЭП в Сервис22,Сервис22,0,1,24,2018-02-01 07:51:00,2018-01-27 06:24:00,0,0,выполнено,0,2018-01-28 14:41,2018-02-01 08:47:00,3,0,17,47,122.38333333333334,121.45,0,510,1441
ЗАЯВКА о необходимости  использования устройства ввода/вывода,АРМ,0,1,157,2018-02-01 07:51:00,2018-01-27 06:26:00,0,0,Доступ предоставлен.,0,2018-01-27 11:47,2018-02-03 13:06:00,0,1,1,97,174.66666666666666,121.41666666666667,0,322,652
Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,0,1,8,2018-02-01 07:51:00,2018-01-27 06:28:00,0,0," Личность пользователя идентифицирована
Причина нарушения: Другая
Выполнена разблокировка учетной записи:  ne_Boss\***********",0,2018-01-27 08:20,2018-02-03 09:39:00,3,0,17,168,171.18333333333334,121.38333333333334,0,374,16
 Размещение (или удаление) файла в Общедоступных ресурсах,Сервис142,0,1,158,2018-02-01 07:51:00,2018-01-27 06:31:00,0,0,Выполнено,0,2018-01-27 07:06,2018-02-03 08:32:00,3,1,29,7,170.01666666666668,121.33333333333333,3,16,313
Замена/добавление Сертификат на сервере Система13,Сервис13,1,1,8,2018-02-01 07:51:00,2018-01-27 06:31:00,0,0,Сертификат-файл зарегистрирован,0,2018-01-28 11:05,2018-02-04 12:21:00,1,0,6,27,197.83333333333334,121.33333333333333,0,330,1231
Сброс пароля,Сервис7,1,1,0,2018-02-01 21:36:00,2018-01-27 06:31:00,0,0,Выполнен сброс пароля для УЗ ************. Пользователь идентифицирован.,0,2018-01-27 07:39,2018-02-03 08:59:00,1,1,0,32,170.46666666666667,135.08333333333334,1,1031,198
".Не формируется: печать описи, печать конверкта",Сервис401,0,1,63,2018-01-27 14:36:00,2018-01-27 06:35:00,1,1,Оказана консультация.,0,2018-01-27 13:05,2018-02-03 14:22:00,3,1,71,169,175.78333333333333,8.016666666666667,3,149,942
Изменение состава группы,Сервис7,1,1,8,2018-02-01 07:53:00,2018-01-27 06:38:00,0,0,Объект ЕСК  NE_BOSS\**************** исключен из группы *********** домена ne_Boss,0,2018-01-27 08:30,2018-02-03 09:45:00,1,0,0,75,171.11666666666667,121.25,0,472,903
Настройка/Консультация /Техническое обслуживание,Сервис18,0,1,15,2018-02-01 07:53:00,2018-01-27 06:38:00,0,0,"Добрый день!
В текущем релизе Система18 реализована функция создания новой редакции текущего договора/ДС для дальнейшего внесения исправлений.
В режиме ""Сведения договора"" - ""Редакции/Версии договора"" для Вашего договора создана новая редакция в статусе Проект, в которую возможно внести все необходимые изменения.
Вход и редактирование осуществляется по нажатию значка ""Карандаш"".
Далее, необходимо заполнить поле ""Основание внесения исправлений"", указав там причину внесения изменений и затем уже вносить требуемые изменения.
Переход между пунктами осуществляется аналогично, как и при первичной регистрации договора/ДС, посредством нажатия кнопки ""Далее"".
После заполнения необходимо, также зарегистрировать договор/ДС и осуществить отправку в Сервис22. Реестровый номер не изменится.

При наличии дополнительных вопросов, просьба перезвонить по тел. **********",0,2018-01-27 06:45,2018-02-03 08:23:00,2,0,14,40,169.75,121.25,0,514,466
Разблокировка учетной записи пользователя в Система7 (домен NE_BOSS),Сервис7,1,1,0,2018-02-01 07:55:00,2018-01-27 06:40:00,0,0," Выполнена разблокировка учетной записи Ne_boss\*********  и повторный сброс пароля,идентификация пройдена,блокировка вызвана легальным пользователем.Причина-Не определена.Заявител проинформирован.",0,2018-01-27 06:56,2018-01-27 06:58:00,1,1,0,137,0.3,121.25,1,857,13
Изменение состава группы,Сервис7,1,1,8,2018-02-01 07:56:00,2018-01-27 06:41:00,0,0,Объект ЕСК  NE_BOSS\**************** исключен из группы *********** домена ne_Boss,0,2018-01-27 10:34,2018-01-27 10:38:00,1,0,0,75,3.95,121.25,0,472,903
Запрос на организацию БРМ,АРМ,0,1,2,2018-02-10 09:36:00,2018-01-27 06:42:00,0,0,Работы по обращению выполнены,0,2018-02-03 09:07,2018-02-10 10:28:00,0,0,1,8,339.76666666666665,338.9,0,335,1167
