,Содержание,Сервис,Приоритет,Статус,Функциональная группа,Крайний срок,Дата обращения,Тип обращения на момент подачи,Тип обращения итоговый,Решение             ,Тип переклассификации,Дата восстановления,Дата закрытия обращения,Критичность,Влияние,Система,Место,range_time,numeric_sod,numeric_ans,time_to_solve
2100,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис22,3,1,8,2018-02-07 07:51,2018-01-31 06:26:00,0,0,Работы по обращению выполнены,0,2018-02-03 12:40:00,2018-02-10 13:58:00,2,4,13,72,247.53333333333333,374,1167,169.41666666666666
2101,Выполнить установку/удаление ПО,АРМ,3,1,211,2018-02-03 06:36,2018-01-31 06:26:00,0,0,Выполнена установка ОС Windows 10,0,2018-01-31 12:03:00,2018-01-31 12:21:00,4,4,0,97,5.916666666666667,307,297,72.16666666666667
2102,"Тема обращения: Разблокировка учётной записи
Учётная запись: **********
Домен: Другие",Сервис7,2,1,215,2018-02-03 06:36,2018-01-31 06:27:00,0,0,УЗ разблокирована,0,2018-01-31 06:30:00,2018-02-07 07:56:00,1,4,7,161,169.48333333333332,1085,1277,72.15
2103,Настройка/Консультация /Техническое обслуживание,Сервис18,3,1,15,2018-02-03 06:36,2018-01-31 06:27:00,0,0,"Добрый день. Контрагент добавлен в справочник Поставщики (подрядчики, исполнители).
При наличии дополнительных вопросов, просьба перезвонить по тел ********",0,2018-01-31 06:54:00,2018-01-31 10:15:00,3,4,18,179,3.8,514,495,72.15
2104,Письмо RandomKKKK,АРМ,3,1,196,2018-02-03 06:36,2018-01-31 06:27:00,0,0,Доступ предоставлен,0,2018-02-01 08:36:00,2018-02-02 06:21:00,4,3,0,116,47.9,731,626,72.15
2105,Элект. документооборотПоиск документов,Сервис22,3,1,178,2018-02-03 06:36,2018-01-31 06:28:00,0,0,Документы перемещены,0,2018-02-01 12:36:00,2018-02-03 06:23:00,2,4,22,152,71.91666666666667,1174,550,72.13333333333334
2106,Замена/добавление Сертификат на сервере Система13,Сервис13,2,1,8,2018-02-03 06:36,2018-01-31 06:31:00,0,0,Выполнена загрузка атф,0,2018-01-31 13:16:00,2018-02-07 14:33:00,1,4,13,56,176.03333333333333,330,210,72.08333333333333
2107,Разблокировать учетную запись пользователя Система21,Сервис21,2,1,272,2018-02-03 06:36,2018-01-31 06:31:00,0,0,Выполнен сброс пароля для УЗ ************. Пользователь идентифицирован.,0,2018-01-31 06:56:00,2018-01-31 07:09:00,1,4,21,14,0.6333333333333333,827,198,72.08333333333333
2108,Настройка/Консультация /Техническое обслуживание,Сервис18,3,1,15,2018-02-03 06:36,2018-01-31 06:31:00,0,0,"Добрый день!
В текущем релизе Система18 реализована функция создания новой редакции текущего договора/ДС для дальнейшего внесения исправлений.
В режиме ""Сведения договора"" - ""Редакции/Версии договора"" для Вашего договора создана новая редакция в статусе Проект, в которую возможно внести все необходимые изменения.
Вход и редактирование осуществляется по нажатию значка ""Карандаш"".
Далее, необходимо заполнить поле ""Основание внесения исправлений"", указав там причину внесения изменений и затем уже вносить требуемые изменения.
Переход между пунктами осуществляется аналогично, как и при первичной регистрации договора/ДС, посредством нажатия кнопки ""Далее"".
После заполнения необходимо, также зарегистрировать договор/ДС и осуществить отправку в Сервис22. Реестровый номер не изменится.

При наличии дополнительных вопросов, просьба перезвонить по тел. **********",0,2018-01-31 07:06:00,2018-02-07 08:43:00,3,4,18,116,170.2,514,466,72.08333333333333
2109,Интранет-портал: технические вопросы,Сервис65,3,1,273,2018-02-03 06:36,2018-01-31 06:31:00,0,0,Доступ к постам восстановлен.,0,2018-01-31 14:10:00,2018-01-31 14:16:00,2,4,105,116,7.75,474,588,72.08333333333333
2110,Заявка на установку АРМ,АРМ,3,1,121,2018-02-10 07:51,2018-01-31 06:35:00,0,0,"АРМ установлен, подключен, ПО установлено",0,2018-02-03 13:51:00,2018-02-03 14:00:00,4,4,0,142,79.41666666666667,443,48,241.26666666666668
2111,Сообщить об ошибке/неисправности Система18,Сервис18,3,1,15,2018-02-02 12:37,2018-01-31 06:37:00,1,0,"Добрый день. Контрагент добавлен в справочник Поставщики (подрядчики, исполнители).
При наличии дополнительных вопросов, просьба перезвонить по тел ********",2,2018-01-31 06:51:00,2018-02-07 08:43:00,3,4,18,121,170.1,1070,495,54.0
2112,Разблокировка  пароля  УЗ домен NE_BOSS\*****,Сервис7,2,1,0,2018-02-03 06:39,2018-01-31 06:39:00,0,0,"Разблокировка  пароля  УЗ домен NE_BOSS\*****
Причина не установлена
",0,2018-01-31 06:39:00,2018-02-07 07:56:00,1,3,7,224,169.28333333333333,829,1172,72.0
2113,Изменение состава группы,Сервис7,2,1,8,2018-02-03 06:39,2018-01-31 06:39:00,0,0,Объект ЕСК  NE_BOSS\**************** исключен из группы *********** домена ne_Boss,0,2018-01-31 09:08:00,2018-02-07 10:28:00,1,4,7,2,171.81666666666666,472,903,72.0
2114,Создание запроса,АРМ,3,1,207,2018-02-03 06:41,2018-01-31 06:41:00,0,0,Выполнено,0,2018-01-31 13:09:00,2018-02-07 14:28:00,4,4,0,86,175.78333333333333,1067,313,72.0
2115,Выполнена разблокировка у/з BOSS\*****,Сервис7,2,1,0,2018-02-03 06:43,2018-01-31 06:43:00,0,0," Личность пользователя идентифицирована
Причина нарушения: Другая
Выполнена разблокировка учетной записи:  ne_Boss\***********",0,2018-01-31 06:43:00,2018-02-07 08:43:00,1,3,7,54,170.0,297,16,72.0
2116,Выполнить установку/удаление ПО,АРМ,3,1,274,2018-02-03 06:44,2018-01-31 06:44:00,0,0,ПО установлено и настроено. Справочники и профиль добавлены.,0,2018-01-31 07:36:00,2018-01-31 10:50:00,4,4,124,41,4.1,307,966,72.0
2117,Изменение атрибутов учётной записи,Сервис7,2,1,8,2018-02-03 06:45,2018-01-31 06:45:00,0,0,Атрибут не указан. Действий АИБ не требуется,0,2018-01-31 06:53:00,2018-02-07 08:43:00,1,4,7,20,169.96666666666667,468,61,72.0
2118,Заявка на предоставление и отзыв прав доступа к ресурсам,Сервис18,3,1,8,2018-02-03 06:46,2018-01-31 06:46:00,0,0,Роли назначены согласно заявки.,0,2018-01-31 14:51:00,2018-02-08 07:08:00,3,4,18,32,192.36666666666667,374,1216,72.0
2119,"Формирование, уплотнение денежной обрези в специализированном контейнере",Сервис73,3,1,49,2018-02-03 06:49,2018-01-31 06:49:00,0,0,"Выполнено формирование, уплотнение денежной обрези в специализированном контейнере",0,2018-01-31 14:49:00,2018-01-31 14:50:00,4,4,71,74,8.016666666666667,1115,353,72.0
2120,.Не работает Система21,Сервис21,2,1,41,2018-01-31 10:49,2018-01-31 06:49:00,1,0,Проведена реконфигурация кластера БД Система21,2,2018-01-31 17:36:00,2018-02-01 12:56:00,1,3,21,59,30.116666666666667,144,1138,4.0
2121,По обращению ************** произошел сбой регистрации,Сервис11,3,1,20,2018-02-03 04:03,2018-01-31 06:52:00,0,1,"По заявке *************** создан инцидент №******************

Разовый сбой Система11.",1,2018-01-31 07:04:00,2018-02-07 08:43:00,4,3,11,72,169.85,737,1011,69.18333333333334
2122,Настройка/Консультация /Техническое обслуживание,Сервис18,3,1,15,2018-02-03 06:54,2018-01-31 06:54:00,0,0,"Добрый день. Контрагент добавлен в справочник Поставщики (подрядчики, исполнители).
При наличии дополнительных вопросов, просьба перезвонить по тел ********",0,2018-01-31 07:03:00,2018-02-07 08:43:00,3,4,18,49,169.81666666666666,514,495,72.0
2123,Ремонт двери к.,Сервис42,3,1,275,2018-02-03 06:56,2018-01-31 06:56:00,0,0,замена ручки,0,2018-01-31 10:51:00,2018-01-31 11:26:00,4,4,44,114,4.5,918,1479,72.0
2124,Сервисы SNS#1 - Базовые сервисы,Сервис2,3,1,74,2018-02-03 06:56,2018-01-31 06:56:00,0,0,выполнено,0,2018-01-31 12:50:00,2018-02-07 14:10:00,4,4,2,66,175.23333333333332,1034,1441,72.0
2125,"Ремонт дверей шкафа, повесить зеркало",Сервис73,3,1,276,2018-02-03 06:57,2018-01-31 06:57:00,0,0,"Выполнен ремонт петлей у двух дверей шкафа, ремонт двери металлического шкафа, выполнен монтаж  двух зеркал",0,2018-01-31 09:06:00,2018-02-07 10:28:00,4,4,71,27,171.51666666666668,915,190,72.0
